	时间	文本	翻译版	大指标	对应指标	判断依据	情感	来源	具体网址	品种
501	2013-08-19 00:00:00	随着立秋节气的到来，蔬菜生长周期缩短，蔬菜上市量会逐步上升，受连续阴雨天气影响不断攀升的菜价终于开始回落。	With the arrival of autumn and winter, vegetable growth cycle is shortened, the amount of vegetable market will gradually increase, by the continuous rainy weather rising prices of vegetables has finally begun to fall.	自然环境	天气	立秋节气到来，阴雨天气，菜价终于开始回落	负向	中国蔬菜网	http://www.vegnet.com.cn/News/864253.html	蔬菜
502	2013-07-24 00:00:00	随着近期连续高温天气的出现，菜价终于迎来了全年最低价。记者在走访中了解到，许多果菜与一周前阴雨期相比，降价幅度都在50%以上。	With the recent continuous high temperature weather, vegetable prices finally ushered in the lowest price throughout the year. Reporters learned in the visit, many fruits and vegetables compared with a week before the rain, the price range is more than 50%.	自然环境	天气	高温天气，降价幅度都在50%以上	负向	中国蔬菜网	http://www.vegnet.com.cn/News/859082.html	蔬菜
503	2013-06-19 00:00:00	近期气温不断升高,给蔬菜储存带来了不小的难度,空心菜、西红柿、黄瓜等均不易保存,没办法就得降价出售,以避免蔬菜因高温天气而腐烂。	The recent temperature increases, to the vegetable storage has brought no small difficulty, water spinach, tomatoes, cucumbers are not easy to save, no way to have to cut prices to avoid the vegetables due to high temperature weather and rot.	自然环境	天气	气温不断升高,降价出售	负向	中国蔬菜网	http://www.vegnet.com.cn/News/852132.html	蔬菜
504	2013-05-23 00:00:00	随着气温的不断升高，港城的蔬菜价格降了不少。	As the temperature continues to rise, Hong Kong City, a lot of vegetable prices down.	自然环境	天气	气温的不断升高，蔬菜价格降了不少	负向	中国蔬菜网	http://www.vegnet.com.cn/News/847423.html	蔬菜
505	2013-05-19 00:00:00	天气转暖，蔬菜、水产的价格也有所下降。	The price of warmer, vegetables and aquatic products also declined.	自然环境	天气	天气转暖，蔬菜、水产的价格也有所下降。	负向	中国蔬菜网	http://www.vegnet.com.cn/News/846611.html	蔬菜
506	2013-05-17 00:00:00	随着天气转好，蔬菜供应量稳步增加，全市蔬菜总体价格小幅下降。	With the weather turned for the better, vegetable supply steadily increased, the city's overall vegetable prices fell slightly.	自然环境	天气	天气转好，总体价格小幅下降	负向	中国蔬菜网	http://www.vegnet.com.cn/News/846385.html	蔬菜
507	2013-05-11 00:00:00	目前蔬菜价格大幅回落，绝大部分蔬菜呈现走低态势，主要是近两周天气持续以晴为主，日照充足，气温回升较快，蔬菜（尤其是叶类菜）生长速度加快，上市量增加，导致价格快速回落。	The current vegetable prices fell sharply, the vast majority of vegetables showed a downward trend, mainly in the past two weeks the weather continued to sunny, sunshine, the temperature rose faster, vegetables (especially leafy vegetables) to accelerate the growth rate, Causing prices to fall quickly.	自然环境	天气	以晴为主，日照充足，导致价格快速回落	负向	中国蔬菜网	http://www.vegnet.com.cn/News/845402.html	蔬菜
508	2013-05-01 00:00:00	随着天气转好鲜菜大量上市，蔬菜价格出现下跌趋势。	As the weather turned to a large number of fresh vegetables, vegetable prices fell.	自然环境	天气	天气转好，蔬菜价格出现下跌趋势	负向	中国蔬菜网	http://www.vegnet.com.cn/News/844130.html	蔬菜
509	2013-04-25 00:00:00	蔬菜批发价格普遍下降的原因是天气回暖，蔬菜生产和运输恢复正常。	Vegetable wholesale prices generally decline because the weather picks up, vegetable production and transportation back to normal.	自然环境	天气	天气回暖，蔬菜批发价格普遍下降	负向	中国蔬菜网	http://www.vegnet.com.cn/News/842993.html	蔬菜
510	2013-03-25 00:00:00	随着天气转暖，在早夜市经营蔬菜的商贩数量逐渐增多，他们的出现会把市民购买蔬菜的价格更快地向下拉动。	With the warmer weather, the number of traders who run vegetables in the morning and night markets is increasing, and their presence will push the price of the vegetables to buy vegetables faster.	自然环境	天气	天气转暖，价格更快地向下拉动	负向	中国蔬菜网	http://www.vegnet.com.cn/News/834905.html	蔬菜
511	2013-03-17 00:00:00	今春我市入春早，天气好转，油菜、菠菜等当季蔬菜集中上市，本地蔬菜供应比节前更充足，消费需求节后转弱，再加上节后增加了很多的散户菜农，这对市场也有冲击，这些都是菜价回落的原因。	Spring season, the weather improved, rape, spinach and other seasonal vegetables focused on the market, the local vegetable supply is more adequate than before the holiday, consumer demand after the holiday weakened, coupled with the postganglionic increase in a lot of retail farmers, which The market also has the impact, these are the reasons for the decline in vegetable prices.	自然环境	天气	天气好转，菜价回落	负向	中国蔬菜网	http://www.vegnet.com.cn/News/832909.html	蔬菜
512	2013/3/14 	近期天气暖了，菜价有所回落。	Recently hot weather, vegetable prices have come down.	自然环境	天气	天气暖了，菜价有所回落	负向	中国蔬菜网	http://www.vegnet.com.cn/News/832431.html	蔬菜
513	2013-03-13 00:00:00	那些到了暖和的时候集中上市的蔬菜，比如菠菜、油菜、韭菜等带叶蔬菜，价格大都降了三分之一。	Those who came to the warm when the focus on the listing of vegetables, such as spinach, rape, leek and other leafy vegetables, prices mostly down one-third.	自然环境	天气	暖和，集中上市价格大都降了	负向	中国蔬菜网	http://www.vegnet.com.cn/News/832241.html	蔬菜
514	2013-03-13 00:00:00	持续一周的温暖天气使上周(3月2日―3月8日)的大部分蔬菜价格下降。	The warmth of the week last week reduced the price of most of the vegetables last week (March 2 - March 8).	自然环境	天气	温暖天气，大部分蔬菜价格下降	负向	中国蔬菜网	http://www.vegnet.com.cn/News/832111.html	蔬菜
515	2013-03-10 00:00:00	天气回暖，多数蔬菜零售价出现小幅下跌。	The weather rebounded, the majority of vegetable retail prices fell slightly.	自然环境	天气	天气回暖，零售价小幅下跌	负向	中国蔬菜网	http://www.vegnet.com.cn/News/831377.html	蔬菜
516	2013-03-09 00:00:00	近期蔬菜价格下跌主要是气候转暖、蔬菜生长加快、产量随之增多造成的。	Recent decline in vegetable prices is mainly climate warming, vegetable growth accelerated, resulting in increased production.	自然环境	天气	气候转暖，价格下跌	负向	中国蔬菜网	http://www.vegnet.com.cn/News/831355.html	蔬菜
517	2013-03-08 00:00:00	天气变暖和了，蔬菜长得快了，这段时间菜价至少比半个月前便宜一半。	The weather is warm and the vegetables grow faster, this time the price of vegetables at least half a month ago cheaper than half.	自然环境	天气	天气暖和，菜价便宜	负向	中国蔬菜网	http://www.vegnet.com.cn/News/831295.html	蔬菜
518	2013-03-08 00:00:00	现在天气转暖了，大棚里的菜长势加快，批发的价格就便宜，所以售价也随之下降。	Now the weather is getting warmer, the greenhouse grows fast, the wholesale price is cheap, so the price also will drop.	自然环境	天气	天气转暖，售价下降	负向	中国蔬菜网	http://www.vegnet.com.cn/News/831289.html	蔬菜
519	2013-03-06 00:00:00	近期海南省天气较好，利于蔬菜生长，蔬菜供应充足，蔬菜价格有所下降。	Hainan recent weather is good, conducive to vegetable growth, adequate supply of vegetables, vegetable prices have declined.	自然环境	天气	天气较好，蔬菜价格有所下降	负向	中国蔬菜网	http://www.vegnet.com.cn/News/830454.html	蔬菜
520	2013-03-03 00:00:00	蔬菜价格明显回落，除了受节日因素影响外，还得益于近段时间天气晴好，气温明显回升，有利于蔬菜生长、采收，蔬菜市场因此供应量充足。	Vegetable prices fell significantly, in addition to affected by the holiday factors, but also benefited from the recent weather was fine, the temperature picked up significantly, is conducive to vegetable growth, harvesting, vegetable market supply sufficient.	自然环境	天气	天气晴好，气温明显回升，蔬菜价格明显回落	负向	中国蔬菜网	http://www.vegnet.com.cn/News/829793.html	蔬菜
521	2013-03-03 00:00:00	天气好，菜长得快，供应多了，但买的人并没多起来，价格一跌再跌。	The weather is good, the dish grows fast, the supply more, but the people did not buy up, the price fell and fell again.	自然环境	天气	天气好，价格一跌再跌	负向	中国蔬菜网	http://www.vegnet.com.cn/News/829764.html	蔬菜
522	2013-03-01 00:00:00	杭州气温显著回升，天气以晴好为主，蔬菜供应充裕，加之节日效应逐渐淡出，蔬菜、鱼肉蛋等价格明显下跌。	Hangzhou, a significant rebound in temperature, the weather is fine-based, adequate supply of vegetables, coupled with fading effect gradually fade out, vegetables, fish and eggs prices fell significantly.	自然环境	天气	气温显著回升，天气以晴好为主，蔬菜价格明显下跌	负向	中国蔬菜网	http://www.vegnet.com.cn/News/829435.html	蔬菜
523	2013-01-31 00:00:00	冬季是南方蔬菜最适宜生长的季节，连续的天气晴好，蔬菜价格“便宜到笑”。	"Winter is the most suitable season for the growth of vegetables in the south, the weather is fine, the price of vegetables ""cheap to laugh."""	自然环境	天气	天气晴好，蔬菜价格“便宜到笑”	负向	中国蔬菜网	http://www.vegnet.com.cn/News/823783.html	蔬菜
524	2013-01-29 00:00:00	近期天气持续晴好，上周深圳市场蔬菜价格仍然延续跌势，尤其是叶菜，由于本地菜上市量增加，价格出现较大跌幅。	The recent weather continued fine, last week, Shenzhen market prices continue to decline in vegetable prices, especially leafy vegetables, due to the increase in local market listing, the price appears a larger decline.	自然环境	天气	天气持续晴好，价格出现较大跌幅	负向	中国蔬菜网	http://www.vegnet.com.cn/News/822816.html	蔬菜
525	2013-01-25 00:00:00	叶菜类价格下降，主要是近来天气回暖，适合蔬菜生长，而像上海青等常见蔬菜也到了新一季收货季节，供应量上升，价格随之下降。	Leafy vegetables prices, mainly the recent warmer weather, suitable for vegetable growth, and like Shanghai Green and other common vegetables to the new season receipt season, the supply increased, the price fell.	自然环境	天气	天气回暖，价格随之下降	负向	中国蔬菜网	http://www.vegnet.com.cn/News/821568.html	蔬菜
526	2013-01-25 00:00:00	受持续晴好天气影响，广东省蔬菜市场价格维持降势，且降幅扩大。	Affected by the fine weather, Guangdong Province, vegetable market prices to maintain the decline, and the decline in the expansion.	自然环境	天气	晴好天气，价格维持降势	负向	中国蔬菜网	http://www.vegnet.com.cn/News/821469.html	蔬菜
527	2013-01-24 00:00:00	蔬菜价格出现回落主要是跟这段时间天气好转有关。因为天气好转，蔬菜的产量都会增加。	Vegetable prices fall mainly with this time the weather improved. Because the weather improves, the yield of vegetables will increase.	自然环境	天气	蔬菜价格出现回落，天气好转有关	负向	中国蔬菜网	http://www.vegnet.com.cn/News/820892.html	蔬菜
528	2013/1/18 	随着天气逐步好转，蔬菜价格开始回落。	As the weather gradually improved, vegetable prices began to fall.	自然环境	天气	随着天气逐步好转，蔬菜价格开始回落	负向	中国蔬菜网	http://www.vegnet.com.cn/News/819091.html	蔬菜
529	2013-01-15 00:00:00	雨雪冰冻天气暂止，气温回升，蔬菜价格回落。	Rain and snow frozen weather, the temperature picked up, vegetable prices fell.	自然环境	天气	雨雪冰冻天气暂止，气温回升，蔬菜价格回落	负向	中国蔬菜网	http://www.vegnet.com.cn/News/818011.html	蔬菜
530	2012-12-20 00:00:00	近来天气回晴，各种各样的蔬菜供应量充足，因此普遍的蔬菜价格都比之前下降了。	Recently the weather back to the sun, a variety of vegetable supply is sufficient, so the general price of vegetables than before the decline.	自然环境	天气	天气回晴，价格都比之前下降了	负向	中国蔬菜网	http://www.vegnet.com.cn/News/809253.html	蔬菜
531	2012/11/6 	天气放晴，菜价迅速回落。	The weather cleared, the price of vegetables fell quickly.	自然环境	天气	天气放晴，菜价迅速回落	负向	中国蔬菜网	http://www.vegnet.com.cn/News/791120.html	蔬菜
532	2012-10-31 00:00:00	今年风调雨顺，全国各地秋菜都丰收，所以自然价格会低一些。	This year, the weather is good, all over the country are good harvest, so the natural price will be lower.	自然环境	天气	风调雨顺，价格会低一些	负向	中国蔬菜网	http://www.vegnet.com.cn/News/788770.html	蔬菜
533	2012-10-25 00:00:00	近期该省天气冷热适宜，十分利于叶菜生长。而秋季气温下降不仅利于蔬菜存储，蔬菜烂损率也大大降低，蔬菜保有总量和供应量有了保证	The recent hot and humid weather in the province is suitable for leafy vegetables. While the fall of the temperature is not only conducive to vegetable storage, vegetable rot rate is greatly reduced, the total amount of vegetables and the supply of a guarantee	自然环境	天气	天气冷热适宜，秋季气温下降，近期菜价回落明显	负向	中国蔬菜网	http://www.vegnet.com.cn/News/786446.html	蔬菜
534	2012/10/22 	近期天气相对稳定，不管是本地还是外地货源都很充足，导致蔬菜价格整体下跌。	Recent weather is relatively stable, whether local or foreign supply is very adequate, leading to the overall decline in vegetable prices.	自然环境	天气	天气相对稳定，蔬菜价格整体下跌	负向	中国蔬菜网	http://www.vegnet.com.cn/News/784727.html	蔬菜
535	2012-10-15 00:00:00	由于天气晴暖，适宜蔬菜的生长，当下桂林本地大量蔬菜提前上市，随着本地蔬菜的大量上市，价格相对回落了不少。	As the weather is warm, suitable for the growth of vegetables, Guilin, a large number of local vegetables listed in advance, with a large number of local vegetables listed, the price is relatively down a lot.	自然环境	天气	天气晴暖，价格相对回落了不少	负向	中国蔬菜网	http://www.vegnet.com.cn/News/782053.html	蔬菜
536	2012-09-26 00:00:00	受晴好天气及应季秋菜上市量加大等因素影响，近日，哈市蔬菜价格稳中有降。	By the fine weather and seasonal vegetables to increase the market and other factors, recently, Harbin City, a steady drop in vegetable prices.	自然环境	天气	晴好天气，蔬菜价格稳中有降	负向	中国蔬菜网	http://www.vegnet.com.cn/News/776890.html	蔬菜
537	2012-09-28 00:00:00	入秋后，我市天气晴好、“秋菜”批量上市，菜价月内出现了“四连降”。	"After the autumn, the city weather is fine, ""Autumn"" batch listing, vegetable prices within the month of the ""four even down."""	自然环境	天气	天气晴好，菜价月内出现了“四连降”	负向	中国蔬菜网	http://www.vegnet.com.cn/News/778045.html	蔬菜
538	2012-09-26 00:00:00	由于近期降雨量小，日照充足，加快了蔬菜的成熟速度。同时，晴好的天气方便了农民对蔬菜的采摘和运输，使应季秋菜上市量日渐加大。受晴好天气及应季秋菜上市量加大等因素影响，近日，哈市蔬菜价格稳中有降。	Due to the recent rainfall is small, adequate sunshine, to speed up the maturity of vegetables. At the same time, the fine weather to facilitate the farmers on the picking and transport of vegetables, so that seasonal vegetables will increase the amount of seasonal market. By the fine weather and seasonal vegetables to increase the market and other factors, recently, Harbin City, a steady drop in vegetable prices.	自然环境	天气	降雨量小，日照充足，晴好天气，蔬菜价格稳中有降	负向	中国蔬菜网	http://www.vegnet.com.cn/News/776890.html	蔬菜
539	2012/9/18 	近日的适宜天气，为蔬菜生产提供了良好条件，蔬菜价格整体下行。	The recent weather for the production of vegetables to provide a good condition, the overall price of vegetables down.	自然环境	天气	适宜天气，蔬菜价格整体下行	负向	中国蔬菜网	http://www.vegnet.com.cn/News/773037.html	蔬菜
540	2012-09-12 00:00:00	江西省气温维持在22℃~33℃之间，光照充足，温度适宜，十分有利于蔬菜特别是本地叶类蔬菜的生长。蔬菜价格回落。	Jiangxi Province, the temperature maintained between 22 ℃ ~ 33 ℃, adequate light, the temperature is appropriate, very conducive to the growth of vegetables, especially local leafy vegetables. Vegetable prices fall.	自然环境	天气	光照充足，温度适宜，蔬菜价格回落	负向	中国蔬菜网	http://www.vegnet.com.cn/News/770935.html	蔬菜
541	2012-09-07 00:00:00	近日，天气转好，地产菜供应充足是蔬菜价格下降的主要原因。	Recently, the weather turned for the better, real estate vegetable supply is the main reason for the decline in vegetable prices.	自然环境	天气	天气转好，蔬菜价格下降	负向	中国蔬菜网	http://www.vegnet.com.cn/News/769158.html	蔬菜
542	2012-09-04 00:00:00	广西南宁不少叶菜的价格是降了。这与近段时间的晴好天气有关，这种天气有利于叶菜生长，叶菜产量稳定，因此价格也就稳定了。	Guangxi Nanning, the price of many leafy vegetables is down. This is related to the fine weather of the recent period, this weather is conducive to the growth of leafy vegetables, leafy vegetables stable production, so the price will be stable.	自然环境	天气	晴好天气，价格降	负向	中国蔬菜网	http://www.vegnet.com.cn/News/767333.html	蔬菜
543	2012-08-17 00:00:00	蔬菜价格走低的原因是供应量比往年增多了。由于这些蔬菜都是在6月～7月开始生长，该时期除了有适度的降水之外，“夜间温度相对较低，减少了被害虫破坏的风险，因此出菜率较高”。	"The reason for the lower prices of vegetables is that the supply is much higher than in previous years. As these vegetables are from June to July began to grow, the period in addition to moderate precipitation, the ""night temperature is relatively low, reducing the risk of damage to pests, so the higher the rate of food."""	自然环境	天气	适度的降水，夜间温度相对较低，蔬菜价格走低	负向	中国蔬菜网	http://www.vegnet.com.cn/News/760358.html	蔬菜
544	2012-06-20 00:00:00	上周，我市天气持续晴好，本地应市蔬菜品种增加，外调蔬菜成本降低，推动菜价连跌五周。	Last week, the city continued to fine weather, the local vegetable varieties should be increased, the cost of vegetables outside the lower, to promote the price of vegetables fell for five weeks.	自然环境	天气	天气持续晴好，推动菜价连跌	负向	中国蔬菜网	http://www.vegnet.com.cn/News/733149.html	蔬菜
545	2012/6/14 	天气持续晴好，随着本地夏令蔬菜的大量上市，市场蔬菜价格总体回落到今年以来的最低水平。	The weather continued fine, with the local summer vegetables a large number of listed, the market price of vegetables fell to the lowest level this year, the overall level.	自然环境	天气	天气持续晴好，价格总体回落	负向	中国蔬菜网	http://www.vegnet.com.cn/News/730284.html	蔬菜
546	2012-06-12 00:00:00	天气转热，菜价却越来越低，交易量开始稳中有升。	The weather turned hot, vegetable prices are getting lower and lower, trading volume began to rise steadily.	自然环境	天气	天气转热，菜价却越来越低	负向	中国蔬菜网	http://www.vegnet.com.cn/News/728373.html	蔬菜
547	2012-06-01 00:00:00	随着天气转暖，蔬菜生长加速，市场供应充足，造成了菜价的冲高回落。	With the warmer weather, vegetable growth accelerated, the market supply is sufficient, resulting in vegetable prices finished lower.	自然环境	天气	天气转暖，菜价冲高回落	负向	中国蔬菜网	http://www.vegnet.com.cn/News/722956.html	蔬菜
548	2012-05-30 00:00:00	近期天气晴好，蔬菜供应量达到新高，菜价普遍下跌近一成。	The recent weather is fine, vegetable supply reached a new high, generally fell nearly 10 percent of vegetable prices.	自然环境	天气	天气晴好，菜价普遍下跌近一成	负向	中国蔬菜网	http://www.vegnet.com.cn/News/721133.html	蔬菜
549	2012-05-23 00:00:00	本周凉风送爽，雨量减少，因此本地叶菜供应量充裕，价格不升反降。	This week cool breeze to send cool, reduce rainfall, so the supply of local leafy vegetables, the price does not rise or fall.	自然环境	天气	凉风送爽，雨量减少，价格不升反降	负向	中国蔬菜网	http://www.vegnet.com.cn/News/717447.html	蔬菜
550	2012-05-11 00:00:00	由于近日来天气转好，蔬菜供应量明显增加，价格也正逐步回落。	As the weather has improved in recent days, vegetable supply increased significantly, the price is gradually falling.	自然环境	天气	天气转好，价格也正逐步回落	负向	中国蔬菜网	http://www.vegnet.com.cn/News/710473.html	蔬菜
551	2012-05-03 00:00:00	受气温回升影响，本地蔬菜大量上市，改变了外地菜为主的局面，使得蔬菜价格回落。	Affected by the temperature rise, a large number of local vegetables listed, changing the field of vegetable-based situation, making vegetable prices fall.	自然环境	天气	气温回升，蔬菜价格回落	负向	中国蔬菜网	http://www.vegnet.com.cn/News/705830.html	蔬菜
552	2012-04-19 00:00:00	进入4月，随着天气逐渐回暖，我市市场蔬菜价格出现明显回落。	Into April, with the weather gradually pick up, the city market vegetable prices fell significantly.	自然环境	天气	天气逐渐回暖，价格出现明显回落	负向	中国蔬菜网	http://www.vegnet.com.cn/News/698331.html	蔬菜
553	2012-04-11 00:00:00	随着气温逐渐回升，盐城市场持续高价位的蔬菜价格出现明显回落。	As the temperature gradually picked up, Yancheng market continued high prices of vegetable prices fell significantly.	自然环境	天气	气温逐渐回升，价格出现明显回落	负向	中国蔬菜网	http://www.vegnet.com.cn/News/693546.html	蔬菜
554	2012-04-11 00:00:00	近期福州天气变得晴好，本地叶菜集中上市，导致价格不断下滑。	Fuzhou weather has become fine, the local leafy vegetables focus on the market, leading to prices continue to decline.	自然环境	天气	天气变得晴好，价格不断下滑	负向	中国蔬菜网	http://www.vegnet.com.cn/News/693191.html	蔬菜
555	2012-04-10 00:00:00	天气晴好，利于蔬菜生长，上市量逐步增加。土豆价格上涨，其它品种均有所下降。	The weather is fine, conducive to vegetable growth, the amount of market gradually increased. Potato prices, other varieties have declined.	自然环境	天气	天气晴好，价格有所下降。	负向	中国蔬菜网	http://www.vegnet.com.cn/News/692863.html	蔬菜
556	2012-04-06 00:00:00	近日，随着天气转暖，郑州的蔬菜价格也大幅下降。	Recently, with the warmer weather, Zhengzhou, the price of vegetables has dropped significantly.	自然环境	天气	天气转暖，价格也大幅下降	负向	中国蔬菜网	http://www.vegnet.com.cn/News/690771.html	蔬菜
557	2012-03-29 00:00:00	随着近日晴好天气增多，蔬菜价格出现下降的趋势，批发市场蔬菜价格整体降幅在两成左右。	With the recent fine weather, vegetable prices fell, the wholesale market, the overall decline in vegetable prices in about two percent.	自然环境	天气	晴好天气增多，蔬菜价格出现下降的趋势	负向	中国蔬菜网	http://www.vegnet.com.cn/News/687935.html	蔬菜
558	2012-03-28 00:00:00	天气转晴，本地应季蔬菜纷纷上市，市场供应货丰量足，批零价格分别下降3.4%和0.5%。	The weather turned fine, the local seasonal vegetables have listed, the market supply volume of sufficient amount, wholesale and retail prices were down 3.4% and 0.5%.	自然环境	天气	天气转晴，批零价格下降	负向	中国蔬菜网	http://www.vegnet.com.cn/News/687712.html	蔬菜
559	2012-03-23 00:00:00	随着天气转暖，市场上的菜价开始整体回落。	With the warmer weather, the market price of vegetables began to fall as a whole.	自然环境	天气	随着天气转暖，菜价开始整体回落	负向	中国蔬菜网	http://www.vegnet.com.cn/News/685642.html	蔬菜
560	2011-11-09 00:00:00	最近的高温天气适宜蔬菜生长，本地蔬菜纷纷上市，特别是水叶菜供应量充足。因此，大量的本地菜与外调蔬菜相互冲击，造成了菜价下降。	The recent high temperature weather suitable for vegetable growth, local vegetables have listed, especially water leafy vegetables supply sufficient. Therefore, a large number of local dishes and vegetables outside the impact of each other, resulting in a decline in vegetable prices.	自然环境	天气	高温天气，菜价下降	负向	中国蔬菜网	http://www.vegnet.com.cn/News/630476.html	蔬菜
561	2011/9/6 	雨过天晴后，大批小白菜的运输车扎堆抵达济南，几乎没有经过价格过渡，仅三天时间，一斤小白菜就从3元跌到1.7元，降幅超过了四成。	After the weather, a large number of cabbage transport arrived in Jinan, almost no price transition, only three days, a pound of cabbage from 3 yuan fell to 1.7 yuan, a decline of more than four percent.	自然环境	天气	雨过天晴，价格降幅超过了四成	负向	中国蔬菜网	http://www.vegnet.com.cn/News/601750.html	蔬菜
562	2011-06-15 00:00:00	福州天气持续晴好令各类蔬菜生长迅速，市场各类蔬菜价格也在下跌。	Fuzhou weather continued fine so that all kinds of vegetables grow rapidly, the market price of various types of vegetables are also falling.	自然环境	天气	天气持续晴好，蔬菜价格也在下跌	负向	中国蔬菜网	http://www.vegnet.com.cn/News/559371.html	蔬菜
563	2011-04-26 00:00:00	原因是近期天气晴好，气温大幅升高，庄稼长势旺盛，周边地区蔬菜纷纷上市，导致批发价格跟跌。	The reason is the recent fine weather, the temperature rose sharply, strong crops, the surrounding areas have vegetables listed, resulting in wholesale prices fell.	自然环境	天气	天气晴好，气温大幅升高，导致批发价格跟跌	负向	中国蔬菜网	http://www.vegnet.com.cn/News/536434.html	蔬菜
564	2011-04-25 00:00:00	今年以来，气温偏高，特别有利于蔬菜的生长，生长周期变短，很多蔬菜出现了“集中上市”的现象，这种现象比较反常。天气太好，种植扩张让蔬菜价格“跳水”。	"This year, the high temperature, especially for the growth of vegetables, the growth cycle becomes shorter, many vegetables appeared ""focused on the market"" phenomenon, this phenomenon is more abnormal. The weather is too good, planting expansion so that the price of vegetables ""diving""."	自然环境	天气	气温偏高，蔬菜价格“跳水”。	负向	中国蔬菜网	http://www.vegnet.com.cn/News/535697.html	蔬菜
565	2011-04-20 00:00:00	天气转暖，有利于蔬菜生长，本市蔬菜价格也持续走低。	The weather is warm, is conducive to vegetable growth, the city vegetable prices also continued to decline.	自然环境	天气	天气转暖，价格持续走低	负向	中国蔬菜网	http://www.vegnet.com.cn/News/533748.html	蔬菜
566	2011-04-13 00:00:00	我省气温攀升，大量时令蔬菜陆续上市，蔬菜价格出现较大幅度下降。	The province's temperature climbed, a large number of seasonal vegetables have been listed, vegetable prices appear more substantial decline.	自然环境	天气	气温攀升，价格出现较大幅度下降	负向	中国蔬菜网	http://www.vegnet.com.cn/News/530584.html	蔬菜
567	2011-04-11 00:00:00	天气回暖，菜价回落，近一个月来，我市茄子、黄瓜、莲藕、西红柿等零售价降幅超过一成。	The weather pick up, vegetable prices fall, nearly a month, the city's eggplant, cucumber, lotus root, tomato and other retail prices fell more than 10 percent.	自然环境	天气	天气回暖，菜价回落	负向	中国蔬菜网	http://www.vegnet.com.cn/News/529078.html	蔬菜
568	2011-04-08 00:00:00	清明节这几天天气变暖，给蔬菜生产带来了利好的消息，上市蔬菜明显增多，菜价也应声回落。	Ching Ming Festival these days the weather warming, to the vegetable production has brought good news, significantly increased vegetables listed, vegetable prices also crashed down.	自然环境	天气	天气变暖，菜价也应声回落	负向	中国蔬菜网	http://www.vegnet.com.cn/News/528347.html	蔬菜
569	2011-04-06 00:00:00	天气变暖，本地菜的产量增大，价格也就自然下来了。	The weather is warming, the local vegetable production increases, the price will naturally come down.	自然环境	天气	天气变暖，价格下来	负向	中国蔬菜网	http://www.vegnet.com.cn/News/526746.html	蔬菜
570	2011-04-02 00:00:00	清明临近，天气逐渐回暖，蔬菜大量上市，烟台大部分农贸市场的蔬菜价格都有不同程度回落。	Ching Ming approaching, the weather gradually pick up, a large number of vegetables listed, Yantai most farmers market prices of vegetables have different degrees of decline.	自然环境	天气	天气逐渐回暖，价格都有不同程度回落	负向	中国蔬菜网	http://www.vegnet.com.cn/News/526089.html	蔬菜
571	2011-04-01 00:00:00	由于天气回暖，蔬菜大量上市，近日荣成市蔬菜价格普遍回落，部分叶类蔬菜的价格平均降幅超过30%。	As the weather picks up, a large number of vegetables listed, recently Rongcheng vegetable prices generally fall, the average price of some leafy vegetables fell more than 30%.	自然环境	天气	天气回暖，价格普遍回落	负向	中国蔬菜网	http://www.vegnet.com.cn/News/525512.html	蔬菜
572	2011-03-31 00:00:00	受天气持续转暖影响，本周蔬菜价格继续走低。	Affected by the continued warming of the weather this week, vegetable prices continue to fall.	自然环境	天气	天气持续转暖，本周蔬菜价格继续走低	负向	中国蔬菜网	http://www.vegnet.com.cn/News/524982.html	蔬菜
573	2011-03-24 00:00:00	由于天气持续晴好，蔬菜生长成熟速度加快，货源充足，部分蔬菜价格开始下降。	As the weather continued to fine, the growth rate of vegetables to mature faster, adequate supply, some vegetable prices began to decline.	自然环境	天气	天气持续晴好，部分蔬菜价格开始下降	负向	中国蔬菜网	http://www.vegnet.com.cn/News/522184.html	蔬菜
574	2011-03-18 00:00:00	随着天气转暖，菜价也在降低。	With the warmer weather, vegetable prices are also reduced.	自然环境	天气	天气转暖，菜价也在降低	负向	中国蔬菜网	http://www.vegnet.com.cn/News/519146.html	蔬菜
575	2011-03-14 00:00:00	随着天气转暖，本市部分蔬菜价格也开始回落。	As the weather warms, some of the city's vegetable prices are starting to fall.	自然环境	天气	天气转暖，部分蔬菜价格也开始回落	负向	中国蔬菜网	http://www.vegnet.com.cn/News/516311.html	蔬菜
576	2011-03-07 00:00:00	随着天气转好，气温回升，蔬菜价格也跟着回落。	As the weather turns for better, the temperature rises and the price of vegetables is falling.	自然环境	天气	随天气转好，气温回升，蔬菜价格也跟着回落	负向	中国蔬菜网	http://www.vegnet.com.cn/News/512996.html	蔬菜
577	2011-03-01 00:00:00	随着气温的升高，西红柿、黄瓜、豆角等大棚菜将陆续上市，品种越来越丰富，数量越来越多，冬储菜价格随之降低。	With the rise in temperature, tomatoes, cucumbers, beans and other greenhouse dishes will be listed, more and more variety, the number of more and more, winter storage prices will be reduced.	自然环境	天气	气温的升高，冬储菜价格随之降低	负向	中国蔬菜网	http://www.vegnet.com.cn/News/509880.html	蔬菜
578	2011-02-24 00:00:00	这两天气温迅速回升，一些绿叶菜生长周期缩短，价格也出现下跌。	The two days the temperature quickly picked up, some green leafy vegetable growth cycle shortened, prices also fell.	自然环境	天气	气温迅速回升，价格也出现下跌	负向	中国蔬菜网	http://www.vegnet.com.cn/News/507812.html	蔬菜
